conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:176_conv:353,1,faithful,I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.,55,One time I was at this party and a girl started to get really touchy feely and flirting with me_comma_ but I had a girlfriend at the time.,4|5|5_5|5|5,
hit:176_conv:353,2,faithful,I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.,10,what did you do?,4|5|5_5|5|5,
hit:176_conv:353,3,faithful,I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.,55,I was way too close to my girlfriend to do anything_comma_ so I just let her know that I was in a relationship so that she wouldn't get the wrong idea.,4|5|5_5|5|5,
hit:176_conv:353,4,faithful,I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.,10,that was the right move!,4|5|5_5|5|5,
hit:178_conv:356,1,surprised,When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. ,68,Man the first ever console i owned personally was a gamecube. Was so surprised getting it was funny what my parents did.,5|5|5_4|5|5,
hit:178_conv:356,2,surprised,When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. ,59,Ahh yes_comma_  must have been a very nice surprise! Did you play Mario on it?,5|5|5_4|5|5,
hit:178_conv:356,3,surprised,When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. ,68,I didn't get Mario until late was Sonic adventures 2_comma_ Parents hid the console in the bathroom with the game and told me to go clean the bathroom.,5|5|5_4|5|5,
hit:178_conv:356,4,surprised,When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. ,59,Well thats one way to get your kids to do household chores!,5|5|5_4|5|5,
hit:188_conv:377,1,surprised,I am surprised England Lost to Croatia on the World Cup,75,I am surprised England Lost to Croatia on the World Cup.I tought they were gonna win easily ,5|4|5_5|5|5,
hit:188_conv:377,2,surprised,I am surprised England Lost to Croatia on the World Cup,10,I am shocked too_comma_ Croatia only has 4 millio people,5|4|5_5|5|5,
hit:188_conv:377,3,surprised,I am surprised England Lost to Croatia on the World Cup,75,Did you watched the game? The Croatians were warriors out there.,5|4|5_5|5|5,
hit:188_conv:377,4,surprised,I am surprised England Lost to Croatia on the World Cup,10,Yeaah they really were_comma_ number 12 killed it with that goal ,5|4|5_5|5|5,
hit:188_conv:377,5,surprised,I am surprised England Lost to Croatia on the World Cup,75,That goal took them to the world cup final,5|4|5_5|5|5,
hit:199_conv:399,1,excited,When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.,68,So favorite movie is Jurassic park and they had that ride at Universal. I loved that ride so much i was so hyper waiting in line.,5|5|5_3|4|5,
hit:199_conv:399,2,excited,When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.,79,That sounds like fun! Was it your first time at Universal? ,5|5|5_3|4|5,
hit:199_conv:399,3,excited,When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.,68,Yes! it was indeed my first time there even. So that was even more exciting.,5|5|5_3|4|5,
hit:199_conv:399,4,excited,When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.,79,I can imagine! Were there any other memorable aspects of the visit? ,5|5|5_3|4|5,
hit:204_conv:409,1,jealous,I am so jealous of my co-worker.He got the promotion I had my eye on it.,75,My co-worker got the promotion I had my eye on it.I am so mad and jealous.,5|5|4_4|5|5,
hit:204_conv:409,2,jealous,I am so jealous of my co-worker.He got the promotion I had my eye on it.,82,Damn_comma_ that sucks. What field do you work in?,5|5|4_4|5|5,
hit:204_conv:409,3,jealous,I am so jealous of my co-worker.He got the promotion I had my eye on it.,75,I work in Banking and insurance. I have more experience than him.,5|5|4_4|5|5,
hit:204_conv:409,4,jealous,I am so jealous of my co-worker.He got the promotion I had my eye on it.,82,Why did he get the promotion over you?,5|5|4_4|5|5,
hit:210_conv:421,1,confident,I am so surprised Roger Federer lost his match on Wimbledon ,75,I am so surprised Roger Federer lost yesterday at Wimbledon. he is the GOAT of tennis.,3|4|4_5|5|3,
hit:210_conv:421,2,confident,I am so surprised Roger Federer lost his match on Wimbledon ,79,I'm not too familiar with Tennis_comma_ Is he known to be a winner? ,3|4|4_5|5|3,
hit:210_conv:421,3,confident,I am so surprised Roger Federer lost his match on Wimbledon ,75,He is the best player ever.He won the mos grand slams titles.,3|4|4_5|5|3,
hit:210_conv:421,4,confident,I am so surprised Roger Federer lost his match on Wimbledon ,79,Wow that's neat! Crazy to hear he lost then as you said.,3|4|4_5|5|3,
hit:222_conv:444,1,excited,I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!,91,I won $50_comma_000 on one of the 3 scratch off tickets I recently bought!,5|5|5_5|5|5,
hit:222_conv:444,2,excited,I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!,92,Holy smokes - thats unbelievable.  I gave up on playing those scratch off games,5|5|5_5|5|5,
hit:222_conv:444,3,excited,I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!,91,I know! I normally do not win so I could not believe it when I did!,5|5|5_5|5|5,
hit:222_conv:444,4,excited,I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!,92,How often do you play?,5|5|5_5|5|5,
hit:225_conv:451,1,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,59,Ever have those days when everything just goes wrong?,5|5|5_3|3|4,
hit:225_conv:451,2,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,95,Yes_comma_ many. Would you like to tell me about it?,5|5|5_3|3|4,
hit:225_conv:451,3,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,59,Well if you're curious_comma_ I was on my way to work when my car broke down and I ended up missing a very important meeting about my promotion. I was devastated. ,5|5|5_3|3|4,
hit:225_conv:451,4,devastated,My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.,95,Surely you were able to explain that this was out of your control.,5|5|5_3|3|4,
hit:226_conv:452,1,annoyed,During college_comma_ I was bullied.,7,During college_comma_ I was bullied.,5|5|5_5|5|5,
hit:226_conv:452,2,annoyed,During college_comma_ I was bullied.,96,That is terrible.  Were you able to do anything about it?,5|5|5_5|5|5,
hit:226_conv:452,3,annoyed,During college_comma_ I was bullied.,7,No_comma_ it was terrible period for me. There was sometime that could sleep a full night.,5|5|5_5|5|5,
hit:226_conv:452,4,annoyed,During college_comma_ I was bullied.,96,Did you speak to a counselor_comma_ priest_comma_ or family member about it?,5|5|5_5|5|5,
hit:235_conv:471,1,annoyed,My boyfriend kept me up all night when I had to work the next morning by playing video games,99,I was tired the other day at work because my boyfriend kept me up all night. So annoying.,5|5|5_4|5|5,
hit:235_conv:471,2,annoyed,My boyfriend kept me up all night when I had to work the next morning by playing video games,97,I know that pain!  Did he keep you up watching tv or video games?,5|5|5_4|5|5,
hit:235_conv:471,3,annoyed,My boyfriend kept me up all night when I had to work the next morning by playing video games,99,Video games! How did you know?,5|5|5_4|5|5,
hit:235_conv:471,4,annoyed,My boyfriend kept me up all night when I had to work the next morning by playing video games,97,Because mine does the same thing... If its not video games its the TV on full blast haha! Tell him you need your beauty sleep.,5|5|5_4|5|5,
hit:236_conv:473,1,disappointed,My boss called to tell me that I would be receiving a package the next day_comma_ and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees_comma_ but it turned out to be some personnel paperwork that she needed to go over with me. ,72,My boss called me the other day to tell me I would be receiving a package the next day.  No other info_comma_ but she told me not to open it until I called her.,4|5|5_5|5|5,
hit:236_conv:473,2,disappointed,My boss called to tell me that I would be receiving a package the next day_comma_ and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees_comma_ but it turned out to be some personnel paperwork that she needed to go over with me. ,8,So have you gotten to open it yet??,4|5|5_5|5|5,
hit:236_conv:473,3,disappointed,My boss called to tell me that I would be receiving a package the next day_comma_ and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees_comma_ but it turned out to be some personnel paperwork that she needed to go over with me. ,72,Yep! I was hoping it was a special award that my company give to deserving employees.  Turns out it was just some HR paperwork that she needed to go over with me regarding my team. Boo!,4|5|5_5|5|5,
hit:236_conv:473,4,disappointed,My boss called to tell me that I would be receiving a package the next day_comma_ and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees_comma_ but it turned out to be some personnel paperwork that she needed to go over with me. ,8,Wow! I would have told her to fill out the paperwork herself getting your hopes up like that.,4|5|5_5|5|5,
hit:239_conv:478,1,sad,I recently had to put my cat to sleep. It was an emotional day.,104,I recently had to put my cat_comma_ Blackjack_comma_ to sleep. ,5|5|5_5|3|1,
hit:239_conv:478,2,sad,I recently had to put my cat to sleep. It was an emotional day.,105,Thats unfortunate. It is a difficult decision to make. Sometimes we are put in those situations and they take a toll on us.,5|5|5_5|3|1,
hit:239_conv:478,3,sad,I recently had to put my cat to sleep. It was an emotional day.,104,He was 15 and his kidneys were failing. It was really hard for me and my kids.,5|5|5_5|3|1,
hit:239_conv:478,4,sad,I recently had to put my cat to sleep. It was an emotional day.,105,I hope he is in a better place now. How did you have Blackjack for?,5|5|5_5|3|1,
hit:239_conv:478,5,sad,I recently had to put my cat to sleep. It was an emotional day.,104,Since he was 4 months old. It was so hard_comma_ but the right thing to do.,5|5|5_5|3|1,
hit:239_conv:478,6,sad,I recently had to put my cat to sleep. It was an emotional day.,105,So you all had relatively all his life. Yes_comma_ it was the right thing to do. Did you get another pet instead?,5|5|5_5|3|1,
hit:244_conv:488,1,terrified,I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.,7,I was attacked in the street by someone who stole my bag. I was so scared that I had a panic attack.,5|5|5_5|5|5,
hit:244_conv:488,2,terrified,I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.,101,Oh no_comma_ did you report it to the police?,5|5|5_5|5|5,
