Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
270	With [NAME]? Oh.	Joey	surprise	negative	22	11	1	4	00:18:13,008	00:18:14,842
271	So in your whole life, you 've only been with oneoh.	Chandler	surprise	negative	22	12	1	4	00:18:21,683	00:18:24,519
272	Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could 've done tonight!	Joey	surprise	negative	22	13	1	4	00:18:26,814	00:18:34,445
273	Hi. Where is everybody?	Ross	neutral	neutral	23	0	3	6	00:17:21,123	00:17:22,790
274	Oh, it's already closed, [NAME] gave me the keys to lock up-what is wrong?	Phoebe	sadness	negative	23	1	3	6	00:17:22,958	00:17:27,128
275	My marriage, I think my marriage is um, is kinda over.	Ross	sadness	negative	23	2	3	6	00:17:27,337	00:17:34,135
276	Oh no! Why?	Phoebe	surprise	negative	23	3	3	6	00:17:32,301	00:17:34,135
277	Cause Carol's a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.	Ross	sadness	negative	23	4	3	6	00:17:34,303	00:17:49,484
278	Oh my God! I don't believe it! Oh, you poor bunny.	Phoebe	surprise	negative	23	5	3	6	00:17:50,152	00:17:57,658
279	I'm an idiot.	Ross	disgust	negative	23	6	3	6	00:17:59,369	00:18:00,661
280	I mean shoulda seen it, I mean [NAME] and I'd be out and she'd, she'd see some beautiful woman, and, and she'd be [NAME] y'know look at her, and I'd think, God, my wife is cool!	Ross	sadness	negative	23	7	3	6	00:18:03,499	00:18:13,674
281	Aw! Hey, do you think that [NAME] person is her lover?	Phoebe	neutral	neutral	23	8	3	6	00:18:21,850	00:18:26,854
282	Well, now I do!!	Ross	surprise	negative	23	9	3	6	00:18:29,858	00:18:31,651
283	I'm sorry.	Phoebe	sadness	negative	23	10	3	6	00:18:33,529	00:18:34,570
284	Seven years.	Ross	sadness	negative	23	11	3	6	00:18:37,199	00:18:38,866
285	I mean we've been together seven years, she's the only woman who's ever loved me, and the only woman I've-I've ever....	Ross	sadness	negative	23	12	3	6	00:18:39,576	00:18:48,876
286	Aw, God [NAME]. Oh.	Phoebe	sadness	negative	23	13	3	6	00:18:50,712	00:18:52,046
287	I'll do it.	Cookie	neutral	neutral	24	0	3	11	0:19:49,938	0:19:51,690
288	No you won't.	Joey	neutral	neutral	24	1	3	11	0:19:51,690	0:19:51,869
289	Look he knows he did a terrible thing and I believe him, he's sorry.	Joey	sadness	negative	24	2	3	11	00:19:52,357	00:19:57,904
290	But, you've got one more apology to make, all right, you've got to apologize to Mary-Angela.	Joey	neutral	neutral	24	3	3	11	00:19:55,194	00:20:00,740
291	Okay, absolutely!	Chandler	joy	positive	24	4	3	11	0:20:00,908	0:20:02,180
292	All right.	Joey	neutral	neutral	24	5	3	11	0:20:02,180	0:20:02,931
293	You've got it.	Chandler	neutral	neutral	24	6	3	11	0:20:02,931	0:20:03,875
294	Cookie, now you can punch him!	Joey	anger	negative	24	7	3	11	0:20:13,545	0:20:15,089
295	What?!	Chandler	surprise	negative	24	8	3	11	0:20:15,089	0:20:15,511
296	All right, that 's it, I quit.	Phoebe	anger	negative	25	0	2	1	0:13:25,095	0:13:26,555
297	What? I did n't say anything.	Monica	surprise	negative	25	1	2	1	0:13:26,555	0:13:28,453
298	Yeah, but this is n't the face of a person who trusts a person.	Phoebe	anger	negative	25	2	2	1	00:13:28,557	00:13:32,310
299	Ok, this is the face of a person who, you know, does n't trust a person.	Phoebe	anger	negative	25	3	2	1	00:13:32,478	00:13:37,690
300	I 'm sorry. I 'm sorry, [NAME]. It 's just a little shorter than what we had discussed.	Monica	sadness	negative	25	4	2	1	00:13:38,818	00:13:44,405
301	Would you relax? I know what I am doing. This is how he wears it.	Phoebe	anger	negative	25	5	2	1	00:13:44,573	00:13:50,870
302	[NAME].	Monica	neutral	neutral	26	0	2	2	0:10:42,642	0:10:43,185
303	What?!	Rachel	surprise	negative	26	1	2	2	0:10:43,185	0:10:43,747
304	[NAME]!	Monica	surprise	negative	26	2	2	2	0:10:43,747	0:10:45,255
305	You were with [NAME]?	Rachel	neutral	neutral	26	3	2	2	00:10:46,812	00:10:50,523
306	Look, when it started I was just trying to be nice to her because she was my brother 's girlfriend.	Monica	neutral	neutral	26	4	2	2	00:10:50,691	00:10:56,363
307	And then, one thing led to another and, before I knew it, we were... shopping.	Monica	neutral	neutral	26	5	2	2	00:10:56,530	00:11:02,786
308	Oh. Oh my God.	Rachel	surprise	negative	26	6	2	2	00:11:09,669	00:11:11,336
309	Honey, wait. We only did it once. It did n't mean anything to me.	Monica	sadness	negative	26	7	2	2	00:11:12,755	00:11:18,510
310	Yeah, right. Sure!	Rachel	anger	negative	26	8	2	2	00:11:20,012	00:11:21,805
311	Really, [NAME], I was thinking of you the whole time.	Monica	sadness	negative	26	9	2	2	00:11:21,972	00:11:24,849
312	Look, I 'm sorry, all right.	Monica	sadness	negative	26	10	2	2	0:11:27,853	0:11:30,865
313	I never meant for you to find out!	Monica	sadness	negative	26	11	2	2	0:11:30,865	0:11:32,163
314	Oh, please, you wanted to get caught.	Rachel	anger	negative	26	12	2	2	00:11:32,274	00:11:35,985
315	That is not true!	Monica	anger	negative	26	13	2	2	00:11:36,445	00:11:37,696
316	Oh, so you just sort of happened to leave it in here?	Rachel	anger	negative	26	14	2	2	00:11:37,905	00:11:40,323
317	Did it ever occur to you that I might just be that stupid?	Monica	anger	negative	26	15	2	2	00:11:41,409	00:11:45,120
318	Ok, [NAME]. I just have to know one thing. Did you go with her to	Rachel	sadness	negative	26	16	2	2	00:11:47,039	00:11:55,171
320	Yeah!	Monica	surprise	negative	27	0	8	1	00:01:28,088	00:01:29,505
321	I can't say.	Phoebe	neutral	neutral	27	1	8	1	00:01:30,173	00:01:31,548
322	Why?!	Monica	surprise	negative	27	2	8	1	0:01:32,133	0:01:32,968
323	Why not?	Chandler	sadness	negative	27	3	8	1	0:01:32,968	0:01:33,738
324	I can't say because he's famous.	Phoebe	neutral	neutral	27	4	8	1	00:01:34,344	00:01:37,596
325	Oh my God, who is it?!	Rachel	surprise	negative	27	5	8	1	00:01:38,515	00:01:40,182
326	[NAME], come on, you have to tell us.	Monica	anger	negative	27	6	8	1	00:01:41,976	00:01:44,103
327	Okay, okay. It's [NAME] Brolin. [NAME] Brolin is the father of my baby.	Phoebe	neutral	neutral	27	7	8	1	00:01:44,270	00:01:51,819
328	As in [NAME] Streisand's husband [NAME] Brolin?	Chandler	surprise	negative	27	8	8	1	00:01:52,195	00:01:55,072
329	What?! Well he never said that to me!	Phoebe	surprise	negative	27	9	8	1	00:01:55,782	00:01:59,701
330	In	Ross	neutral	neutral	28	0	5	8	00:04:00,865	00:04:02,991
331	Oh, this life! Oh okay no, [NAME] 's is worse.	Phoebe	sadness	negative	28	1	5	8	00:04:04,118	00:04:06,995
332	Man, it must be so cool remembering stuff like that! I do n't have any past life memories.	Joey	joy	positive	28	2	5	8	00:04:08,831	00:04:14,044
333	Of course you do n't sweetie. You 're brand new.	Phoebe	neutral	neutral	28	3	5	8	00:04:14,963	00:04:17,798
334	I know [NAME] 's worst Thanksgiving.	Rachel	neutral	neutral	28	4	5	8	00:04:19,968	00:04:22,010
335	Oh, let 's not tell this story.	Monica	sadness	negative	28	5	5	8	0:04:22,178	0:04:23,780
336	Oh, come on!	All	sadness	negative	28	6	5	8	0:04:23,780	0:04:24,782
337	Oh no, I know! I know! It 's the one where [NAME] got [NAME] 's turkey stuck on his head!	Phoebe	joy	positive	28	7	5	8	00:04:24,889	00:04:30,394
338	What?! [NAME] got a turkey stuck on his head?!	Rachel	surprise	positive	28	8	5	8	00:04:31,229	00:04:35,524
339	Hey, it 's not like it sounds.	Joey	neutral	neutral	28	9	5	8	0:04:35,692	0:04:36,485
340	It 's	Chandler	neutral	neutral	28	10	5	8	0:04:36,485	0:04:37,176
341	[NAME], we had a deal! Yeah, you promised! [NAME]! [NAME]! [NAME]!	Monica	anger	negative	29	0	1	15	00:15:52,368	00:15:56,496
342	Who was that?	Rachel	neutral	neutral	29	1	1	15	00:16:03,587	00:16:05,213
343	[NAME] bailed. I have no waitress.	Monica	sadness	negative	29	2	1	15	00:16:07,049	00:16:10,218
344	Oh... that 's too bad. Bye bye.	Rachel	sadness	negative	29	3	1	15	00:16:11,971	00:16:15,974
345	Ten dollars an hour.	Monica	neutral	neutral	29	4	1	15	0:16:16,976	0:16:18,068
346	No.	Rachel	neutral	neutral	29	5	1	15	0:16:18,068	0:16:18,620
347	Twelve dollars an hour.	Monica	neutral	neutral	29	6	1	15	00:16:18,936	00:16:20,061
348	Mon. I wish I could, but I 've made plans to walk around.	Rachel	neutral	neutral	29	7	1	15	00:16:20,521	00:16:23,856
349	You know, [NAME], when you ran out of your wedding, I was there for you.	Monica	anger	negative	29	8	1	15	00:16:25,792	00:16:28,319
350	I put a roof over your head, and if that means nothing to you... twenty dollars an hour.	Monica	anger	negative	29	9	1	15	00:16:28,487	00:16:35,034
351	Done.	Rachel	joy	positive	29	10	1	15	00:16:36,370	00:16:37,662
352	The reactor's gon na blow in three seconds, we're never gon na make it!	Joey	fear	negative	30	0	6	20	00:00:05,005	00:00:08,549
353	You've got to get out of here! Save yourself!	Phoebe	fear	negative	30	1	6	20	00:00:08,717	00:00:11,802
354	No! I won't leave you!	Joey	fear	negative	30	2	6	20	00:00:13,555	00:00:15,014
355	Don't worry about me, I'm a robot! I'm just a machine!!	Phoebe	sadness	negative	30	3	6	20	00:00:15,181	00:00:20,060
356	No you're not! Not to me!	Joey	anger	negative	30	4	6	20	0:00:21,521	0:00:23,523
357	Oh my God.	Phoebe	surprise	positive	30	5	6	20	0:00:23,523	0:00:25,329
358	What?	Joey	neutral	neutral	30	6	6	20	0:00:25,442	0:00:26,124
359	I am	Phoebe	neutral	neutral	30	7	6	20	0:00:26,124	0:00:28,664
360	Yeah, you're great! Okay, let's take it from	Joey	joy	positive	30	8	6	20	00:00:29,446	00:00:35,159
361	No, I mean I was really acting my ass off.	Phoebe	joy	positive	30	9	6	20	00:00:31,031	00:00:35,159
362	Yeah, I thought I was pretty good too.	Joey	joy	positive	30	10	6	20	00:00:36,327	00:00:38,078
363	Oh yeah, you're solid. Yeah, you're just no me.	Phoebe	neutral	neutral	30	11	6	20	00:00:38,246	00:00:40,789
364	Y'know what? I think that's enough for now. Yeah. I don't want to be over rehearsed.	Joey	neutral	neutral	30	12	6	20	00:00:42,500	00:00:46,962
365	Fine!	Phoebe	anger	negative	30	13	6	20	0:00:47,547	0:00:48,219
366	I'll do it without you!	Phoebe	anger	negative	30	14	6	20	0:00:48,219	0:00:50,279
367	I don't need you or anybody else!	Phoebe	anger	negative	30	15	6	20	00:00:50,800	00:00:53,552
368	I'm gon na make it on my own!	Phoebe	anger	negative	30	16	6	20	00:00:53,803	00:00:56,346
369	You'll see!!	Phoebe	anger	negative	30	17	6	20	0:00:57,682	0:01:00,435
370	You'll	Phoebe	neutral	neutral	30	18	6	20	0:01:00,435	0:01:00,574
371	I ca n't believe that [NAME] is gone. It is just so sad.	Kori	sadness	negative	31	0	9	17	00:22:08,315	00:22:11,902
372	I did n't know [NAME] and you were so close.	Chandler	surprise	negative	31	1	9	17	00:22:12,110	00:22:14,154
373	We were n't but we had one class together. He was such a great guy and he talked so passionately about science. I always remembered him.	Kori	sadness	negative	31	2	9	17	00:22:14,362	00:22:25,749
374	I 'm sure that would mean a lot to him.	Chandler	neutral	neutral	31	3	9	17	00:22:22,120	00:22:25,749
375	And if heaven has a door, I 'm sure he 's pressing his ear up against it and listening intently.	Chandler	neutral	neutral	31	4	9	17	00:22:25,916	00:22:31,671
376	I thought so many times about calling him and asking him out. I guess I really missed my chance.	Kori	sadness	negative	31	5	9	17	00:22:33,507	00:22:39,554
377	But you did n't!	Ross	joy	positive	31	6	9	17	00:22:39,971	00:22:42,265
378	I 'm still alive!!	Ross	joy	positive	31	7	9	17	00:22:44,059	00:22:45,852
379	[NAME], I know this is a big surprise for you.	Ross	joy	positive	31	8	9	17	00:22:47,103	00:22:49,606
380	It 's a long story but the things you just said really made my day!	Ross	joy	positive	31	9	9	17	00:22:49,815	00:22:53,944
381	I mean, the fact that you are here means more to me than if this room were filled with people!	Ross	joy	positive	31	10	9	17	00:22:54,110	00:22:59,517
382	You sick freak, who does that? I ca n't believe I had a crush on you!	Kori	anger	negative	31	11	9	17	00:22:59,825	00:23:04,120
383	Did you hear that? [NAME] had a crush on me!!	Ross	joy	positive	31	12	9	17	00:23:09,584	00:23:15,257
384	We'll do a quick check.	Dr. Long	neutral	neutral	32	0	8	22	0:11:13,702	0:11:15,214
385	Okay.	Rachel	neutral	neutral	32	1	8	22	0:11:15,214	0:11:16,092
386	So, eight days late huh?	Dr. Long	surprise	positive	32	2	8	22	0:11:16,247	0:11:18,208
387	Yeah.	Rachel	neutral	neutral	32	3	8	22	0:11:18,208	0:11:18,433
388	You must be a little uncomfortable.	Dr. Long	neutral	neutral	32	4	8	22	00:11:18,541	00:11:20,042
389	Eh, just a tad.	Rachel	neutral	neutral	32	5	8	22	00:11:20,209	00:11:22,837
390	You're about 80 percent effaced, so you're on your way.	Dr. Long	neutral	neutral	32	6	8	22	0:11:23,712	0:11:26,524
391	It still could last a little while longer.	Dr. Long	neutral	neutral	32	7	8	22	0:11:26,524	0:11:28,769
392	If you're anxious there are a few ways to help things along.	Dr. Long	neutral	neutral	32	8	8	22	00:11:23,712	00:11:34,056
393	Do them!!	Ross	anger	negative	32	9	8	22	00:11:28,968	00:11:34,056
394	Actually, they're things you can do. Just some home remedies, but in my experience I've found that some of them are quite effective.	Dr. Long	neutral	neutral	32	10	8	22	00:11:35,015	00:11:42,857
395	Well, we are ready to try anything.	Rachel	neutral	neutral	32	11	8	22	0:11:43,023	0:11:45,155
396	Okay, there's an herbal tea you can drink.	Dr. Long	neutral	neutral	32	12	8	22	0:11:45,155	0:11:48,123
397	Okay.	Rachel	neutral	neutral	32	13	8	22	00:11:48,237	00:11:49,280
398	What is wrong with [NAME]?	Chandler	sadness	negative	33	0	9	2	00:13:18,339	00:13:20,507
399	Oh she misunderstood, she thought she was moving to Tulsa.	Monica	neutral	neutral	33	1	9	2	00:13:18,339	00:13:22,634
400	Anytime you 're ready.	Carol	neutral	neutral	34	0	1	9	00:14:17,565	00:14:18,940
401	Ok, ok, here we go.	Ross	neutral	neutral	34	1	1	9	00:14:19,942	00:14:23,987
402	Ok, where am I talking to, here?	Ross	neutral	neutral	34	2	1	9	00:14:28,409	00:14:32,453
403	I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...	Ross	neutral	neutral	34	3	1	9	00:14:32,621	00:14:37,417
404	Just aim for the bump.	Carol	neutral	neutral	34	4	1	9	00:14:38,335	00:14:39,961
405	Ok, ok, ok, ok, here goes.	Ross	neutral	neutral	34	5	1	9	00:14:41,130	00:14:47,093
406	You know, I, you know, ca n't do this.	Ross	fear	negative	34	6	1	9	00:14:54,101	00:14:56,853
407	Uh, this is too weird.	Ross	disgust	negative	34	7	1	9	0:14:57,021	0:14:59,023
408	I feel stupid.	Ross	sadness	negative	34	8	1	9	0:14:59,023	0:15:00,168
409	So do n't do it, it 's fine. You do n't have to do it just because [NAME] does it.	Carol	neutral	neutral	34	9	1	9	00:15:01,108	00:15:05,904
410	Hello, baby. Hello, hello.	Ross	joy	positive	34	10	1	9	00:15:06,071	00:15:10,742
412	Oh, hi. It's [NAME].	Mark	neutral	neutral	35	0	3	12	00:04:18,258	00:04:20,384
418	Easy. Easy. You have to go to the hospital. Okay?	Ross	fear	negative	36	0	3	21	00:15:26,342	00:15:30,345
419	Okay, I do.	Rachel	neutral	neutral	36	1	3	21	0:15:30,512	0:15:31,324
420	Okay.	Ross	neutral	neutral	36	2	3	21	0:15:31,324	0:15:31,706
421	I really do.	Rachel	neutral	neutral	36	3	3	21	0:15:31,706	0:15:32,541
422	Okay, I'm gon na get your coat and then I'll-I'll put you in a cab.	Ross	neutral	neutral	36	4	3	21	00:15:32,681	00:15:35,141
423	Okay. Oh wait, wait-wait, you're not gon na come with me?	Rachel	sadness	negative	36	5	3	21	00:15:35,309	00:15:37,135
424	Of course I am. I just have to make a call.	Ross	surprise	positive	36	6	3	21	00:15:40,856	00:15:45,109
425	Okay.	Rachel	neutral	neutral	36	7	3	21	0:15:45,319	0:15:46,154
426	Okay?	Ross	neutral	neutral	36	8	3	21	0:15:46,154	0:15:46,454
427	Thank you. Oww!!!! God!	Rachel	surprise	negative	36	9	3	21	00:15:46,570	00:15:53,368
428	What?! I wh-, what's wrong?	Ross	fear	negative	36	10	3	21	00:15:53,535	00:15:54,661
429	I'm sorry, I just can't go to the hospital lookin' like this.	Rachel	disgust	negative	36	11	3	21	00:15:54,828	00:15:58,498
430	[NAME] is circling the ring now. It looks like, he's just trying to feel him out. Oh, Bruiser is just...	TV Announcer	neutral	neutral	37	0	3	24	00:21:57,065	00:22:03,237
431	Run! Run you crazy, rich freak!	Chandler	fear	negative	37	1	3	24	00:22:03,488	00:22:06,157
432	Oh, I can't watch this.	Rachel	fear	negative	37	2	3	24	00:22:07,826	00:22:09,076
433	Check it out, he's winning! Pete's winning!	Joey	surprise	positive	37	3	3	24	00:22:09,369	00:22:10,995
434	Really?!	Monica	surprise	positive	37	4	3	24	0:22:11,246	0:22:12,838
435	No-o-o!!	Joey	fear	negative	37	5	3	24	0:22:12,838	0:22:13,295
436	Uh-oh, Bruiser has [NAME] on the canvas and is going for his favourite area.	TV Announcer	fear	negative	37	6	3	24	00:22:15,751	00:22:20,171
437	Oh! Oh!	All	disgust	negative	37	7	3	24	00:22:20,422	00:22:21,672
438	Wait, if that's his favourite area, why is he being so mean to it?	Phoebe	surprise	negative	37	8	3	24	00:22:21,961	00:22:25,926
439	Well, this is ironic.	Ross	surprise	negative	37	9	3	24	00:22:26,595	00:22:27,845
440	Of your last two boyfriends, [NAME] didn't want to have kids, and from the looks of it, now [NAME] can't.	Ross	neutral	neutral	37	10	3	24	00:22:28,096	00:22:33,601
441	Dude, you don't have to brag! We got nothing here!!	Joey	anger	negative	38	0	4	2	00:21:29,705	00:21:33,165
442	Should we tell [NAME] there's an empty private room right next door to hers?	Chandler	neutral	neutral	39	0	8	24	00:01:07,013	00:01:10,808
443	We could, or we can have sex in it.	Monica	joy	positive	39	1	8	24	00:01:11,851	00:01:15,104
444	Well let me think about that, while I remove my pants!	Chandler	joy	positive	39	2	8	24	00:01:16,439	00:01:19,484
445	I thought I was a complete idiot.	Rachel	surprise	positive	40	0	8	5	00:06:37,605	00:06:40,857
446	Hey, I'm with you. He even asked me if I thought you'd go out with him.	Joey	neutral	neutral	40	1	8	5	00:06:37,605	00:06:45,570
447	Oh! Oh, I think I'm gon na throw up a little bit. What did you say?	Rachel	disgust	negative	40	2	8	5	00:06:45,822	00:06:50,575
448	I said no.	Joey	neutral	neutral	40	3	8	5	0:06:48,366	0:06:50,008
449	What?!	Rachel	surprise	positive	40	4	8	5	0:06:50,008	0:06:50,628
450	What? I I just figured since you're pregnant you're not gon na be seeing people.	Joey	surprise	negative	40	5	8	5	00:06:50,743	00:06:56,706
451	Okay [NAME], first of all [NAME] is not people. Second of all, what did he say when you told him I was pregnant?	Rachel	anger	negative	40	6	8	5	00:06:56,874	00:06:58,750
452	I didn't tell him. I didn't know if you were telling people. This is back when I thought [NAME] was still people.	Joey	neutral	neutral	40	7	8	5	00:07:06,551	00:07:12,431
453	Good-good, don't tell him. Don't tell him. Just have him call me okay?	Rachel	fear	negative	40	8	8	5	0:07:12,598	0:07:14,851
454	Rach look, I really don't think that's such a great	Joey	sadness	negative	40	9	8	5	0:07:14,851	0:07:16,450
455	Okay, you go do it! I'll come back to that set! I'll meet more actors! I'll meet em all!	Rachel	joy	positive	40	10	8	5	00:07:16,561	00:07:21,273
456	Ohh, here you are. I was looking for you before. Joshua's gone so you and [NAME] are free to go.	Rachel	neutral	neutral	41	0	4	16	00:18:06,543	00:18:12,548
457	That's okay.	Ross	neutral	neutral	41	1	4	16	00:18:12,966	00:18:14,467
458	She's still in there enjoying her fake party and uh, it's too late to do any of the things I had planned, so	Ross	neutral	neutral	41	2	4	16	00:18:14,927	00:18:21,808
